Industry,Company,Financial_Metric,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,Heavy_Investment_Years
Chemicals,FCF,FCF-Average,,,814.2,907.6,1488,1529,1751.4,7715.6,3472.6,3731.6,3442.2,4133.8,3401.4,4702.6,
Chemicals,FCF,FCF-Median,,,606,988,1398,1258,945,1533,2226,3080,1688,2649,3832,3829,
Chemicals,AARTIIND,FCF_Rank,,,12,11,8,9,10,7,4,5,6,1,3,2,
Chemicals,NAVINFLUOR,FCF_Rank,,,10,12,7,9,5,8,11,4,6,3,1,2,
Chemicals,PIDILITIND,FCF_Rank,,,12,10,7,5,11,8,9,3,6,4,1,2,
Chemicals,SRF,FCF_Rank,,,12,11,9,10,8,7,6,5,4,1,2,3,"2014, 2015, 2023, 2024"
Chemicals,UPL,FCF_Rank,,,12,11,10,9,7,1,3,5,4,6,8,2,"2016, 2017, 2018, 2019, 2020, 2021, 2022, 2025"
Chemicals,FCF_Rank,FCF_Rank-Average,,,11.6,11,8.2,8.4,8.2,6.2,6.6,4.4,5.2,3,3,2.2,
Chemicals,FCF_Rank,FCF_Rank-Median,,,12,11,8,9,8,7,6,5,6,3,2,2,
Chemicals,AARTIIND,Financing_CF,,,-22,-23,-128,58,279,833,-535,614,412,38,35,-73,
Chemicals,NAVINFLUOR,Financing_CF,,,-49,-21,-17,-67,-39,-68,-81,-45,42,658,336,-47,
Chemicals,PIDILITIND,Financing_CF,,,-242,-165,-371,41,-790,-361,-849,-76,-468,-656,-742,-918,
Chemicals,SRF,Financing_CF,,,205,-18,-182,-284,495,246,-199,-251,-207,220,-72,-1071,"2014, 2015, 2023, 2024"
Chemicals,UPL,Financing_CF,,,-1680,-991,469,140,-801,28893,-2175,-6713,-1921,-6227,164,-4793,"2016, 2017, 2018, 2019, 2020, 2021, 2022, 2025"
Chemicals,Financing_CF,Financing_CF-Average,,,-357.6,-243.6,-45.8,-22.4,-171.2,5908.6,-767.8,-1294.2,-428.4,-1193.4,-55.8,-1380.4,
Chemicals,Financing_CF,Financing_CF-Median,,,-49,-23,-128,41,-39,246,-535,-76,-207,38,35,-918,
Chemicals,AARTIIND,Net,,,2,19,-7,0,4,772,-557,165,-239,27,-71,-229,
Chemicals,NAVINFLUOR,Net,,,-1,-17,6,10,-6,-3,161,-45,-56,-61,-8,13,
Chemicals,PIDILITIND,Net,,,54,-49,45,-45,46,-29,533,-372,-71,2,212,-173,
Chemicals,SRF,Net,,,-106,24,241,-252,-1,103,-73,22,312,158,-209,-67,"2014, 2015, 2023, 2024"
Chemicals,UPL,Net,,,-667,-45,131,1703,-21,-33,3898,-1927,1000,170,-24,3518,"2016, 2017, 2018, 2019, 2020, 2021, 2022, 2025"
Chemicals,Net,Net-Average,,,-143.6,-13.6,83.2,283.2,4.4,162,792.4,-431.4,189.2,59.2,-20,612.4,
Chemicals,Net,Net-Median,,,-1,-17,45,0,-1,-3,161,-45,-56,27,-24,-67,
Chemicals,AARTIIND,Heavy_Investment_Flag,,,0,0,0,0,0,0,0,0,0,0,0,0,
Chemicals,NAVINFLUOR,Heavy_Investment_Flag,,,0,0,0,0,0,0,0,0,0,0,0,0,
Chemicals,PIDILITIND,Heavy_Investment_Flag,,,0,0,0,0,0,0,0,0,0,0,0,0,
Chemicals,SRF,Heavy_Investment_Flag,,,1,1,0,0,0,0,0,0,0,1,1,0,"2014, 2015, 2023, 2024"
Chemicals,UPL,Heavy_Investment_Flag,,,0,0,1,1,1,1,1,1,1,0,0,1,"2016, 2017, 2018, 2019, 2020, 2021, 2022, 2025"
Chemicals,Heavy_Investment_Flag,Heavy_Investment_Flag-Average,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,
Chemicals,Heavy_Investment_Flag,Heavy_Investment_Flag-Median,,,0,0,0,0,0,0,0,0,0,0,0,0,
Chemicals,AARTIIND,Cash from Operating Activity,,,315,340,574,470,335,736,1102,873,519,1319,1204,1242,
Chemicals,NAVINFLUOR,Cash from Operating Activity,,,74,1,76,92,169,90,157,237,75,-64,750,571,
Chemicals,PIDILITIND,Cash from Operating Activity,,,394,552,907,794,796,845,1280,1392,955,1558,2724,2287,
Chemicals,SRF,Cash from Operating Activity,,,347,542,1090,645,678,896,1304,1772,2106,2902,2094,2487,"2014, 2015, 2023, 2024"
Chemicals,UPL,Cash from Operating Activity,,,1441,1409,1396,2585,2839,2356,8739,7212,6496,7751,1822,10151,"2016, 2017, 2018, 2019, 2020, 2021, 2022, 2025"
Chemicals,Cash from Operating Activity,Cash from Operating Activity-Average,,,514.2,568.8,808.6,917.2,963.4,984.6,2516.4,2297.2,2030.2,2693.2,1718.8,3347.6,
Chemicals,Cash from Operating Activity,Cash from Operating Activity-Median,,,347,542,907,645,678,845,1280,1392,955,1558,1822,2287,
Chemicals,AARTIIND,Cash from Investing Activity,,,-291,-298,-452,-529,-610,-797,-1124,-1322,-1169,-1330,-1310,-1398,
Chemicals,NAVINFLUOR,Cash from Investing Activity,,,-26,3,-53,-16,-136,-24,85,-237,-172,-656,-1093,-511,
Chemicals,PIDILITIND,Cash from Investing Activity,,,-99,-436,-491,-879,39,-513,103,-1688,-558,-899,-1769,-1542,
Chemicals,SRF,Cash from Investing Activity,,,-657,-500,-667,-613,-1174,-1039,-1179,-1499,-1586,-2964,-2231,-1484,"2014, 2015, 2023, 2024"
Chemicals,UPL,Cash from Investing Activity,,,-427,-463,-1734,-1022,-2059,-31282,-2666,-2426,-3575,-1354,-2010,-1840,"2016, 2017, 2018, 2019, 2020, 2021, 2022, 2025"
Chemicals,Cash from Investing Activity,Cash from Investing Activity-Average,,,-300,-338.8,-679.4,-611.8,-788,-6731,-956.2,-1434.4,-1412,-1440.6,-1682.6,-1355,
Chemicals,Cash from Investing Activity,Cash from Investing Activity-Median,,,-291,-436,-491,-613,-610,-797,-1124,-1499,-1169,-1330,-1769,-1484,
Chemicals,AARTIIND,Cash from Financing Activity,,,-22,-23,-128,58,279,833,-535,614,412,38,35,-73,
Chemicals,NAVINFLUOR,Cash from Financing Activity,,,-49,-21,-17,-67,-39,-68,-81,-45,42,658,336,-47,
Chemicals,PIDILITIND,Cash from Financing Activity,,,-242,-165,-371,41,-790,-361,-849,-76,-468,-656,-742,-918,
Chemicals,SRF,Cash from Financing Activity,,,205,-18,-182,-284,495,246,-199,-251,-207,220,-72,-1071,"2014, 2015, 2023, 2024"
Chemicals,UPL,Cash from Financing Activity,,,-1680,-991,469,140,-801,28893,-2175,-6713,-1921,-6227,164,-4793,"2016, 2017, 2018, 2019, 2020, 2021, 2022, 2025"
Chemicals,Cash from Financing Activity,Cash from Financing Activity-Average,,,-357.6,-243.6,-45.8,-22.4,-171.2,5908.6,-767.8,-1294.2,-428.4,-1193.4,-55.8,-1380.4,
Chemicals,Cash from Financing Activity,Cash from Financing Activity-Median,,,-49,-23,-128,41,-39,246,-535,-76,-207,38,35,-918,
Chemicals,AARTIIND,Net Cash Flow,,,2,19,-7,0,4,772,-557,165,-239,27,-71,-229,
Chemicals,NAVINFLUOR,Net Cash Flow,,,-1,-17,6,10,-6,-3,161,-45,-56,-61,-8,13,
Chemicals,PIDILITIND,Net Cash Flow,,,54,-49,45,-45,46,-29,533,-372,-71,2,212,-173,
Chemicals,SRF,Net Cash Flow,,,-106,24,241,-252,-1,103,-73,22,312,158,-209,-67,"2014, 2015, 2023, 2024"
Chemicals,UPL,Net Cash Flow,,,-667,-45,131,1703,-21,-33,3898,-1927,1000,170,-24,3518,"2016, 2017, 2018, 2019, 2020, 2021, 2022, 2025"
Chemicals,Net Cash Flow,Net Cash Flow-Average,,,-143.6,-13.6,83.2,283.2,4.4,162,792.4,-431.4,189.2,59.2,-20,612.4,
Chemicals,Net Cash Flow,Net Cash Flow-Median,,,-1,-17,45,0,-1,-3,161,-45,-56,27,-24,-67,
Energy,ADANIGREEN,OCF,,1103.664933502674,534.802596271038,190.62857073545456,71.14285671710968,28,649,1625,1965,1601,3127,7265,7713,8364,
Energy,ADANIPOWER,OCF,,7163.090903759003,3238,5824,5257,4725,5101,5610,5598,7014,10233,8431,14170,21501,
Energy,BPCL,OCF,,15991.068178415298,9588,20742,11119,9041,11068,10157,7881,23455,20336,12466,35936,23678,
Energy,HINDPETRO,OCF,,12906.477268457413,7007,19410,6651,10254,11037,8554,5469,17829,15810,-3466,23852,14228,
Energy,IOC,OCF,,40249.227268218994,24195,46092,25624,28216,29115,12747,7146,49650,25747,29644,71099,34699,"2014, 2019, 2020, 2021, 2022, 2023, 2024, 2025"
Energy,NTPC,OCF,,16508,16531,14889,24125,20167,19670,18686,23890,32444,41788,47152,40785,53402.97727274895,"2013, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025"
Energy,POWERGRID,OCF,,11690,15223,15800,15008,21575,22710,23271,30739,29403,26124,40203,37290,41330.22727307677,"2013, 2014, 2015, 2016, 2017, 2018"
Energy,RELIANCE,OCF,,55288.63632965088,43261,34374,38134,49550,71459,42346,94877,26958,110654,115032,158788,178703,"2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025"
Energy,TATAPOWER,OCF,,3286,6483,5981,7415,7014,6364,4574,7375,8345,6693,7166,12596,10818.500000208616,
Energy,TORNTPOWER,OCF,,1568,1355,2251,2550,2356,2764,2425,3610,2988,3167,3456,4258,4084.454545457848,
Energy,OCF,OCF-Average,,16575.416488200426,12741.580259627104,16555.362857073545,13595.414285671712,15292.6,17993.7,12999.5,18855,19968.7,26367.9,26734.9,40648.7,39080.91590914922,
Energy,OCF,OCF-Median,,12298.238634228706,8297.5,15344.5,9267,9647.5,11052.5,9355.5,7260.5,20642,18073,10448.5,29894,22589.5,
Energy,ADANIGREEN,CAPEX,,-563.2155809,-325.5766208,-431.9095218,-882.2142844,-1511,-4428,-2666,-3743,-9137,-18730,-3857,-21060,-19827,
Energy,ADANIPOWER,CAPEX,,-9707.29545,-4700,-4737,-2692,-1212,-520,-984,-2304,-2188,774,1545,3481,-17142,
Energy,BPCL,CAPEX,,-12296.29545,-6881,-10536,-9233,-15274,-7066,-10451,-11135,-2474,-8138,-7806,-10521,-19180,
Energy,HINDPETRO,CAPEX,,-837.5681834,-5152,-5667,-4272,-5304,-7398,-11382,-14168,-12279,-13745,-11384,-13019,-10557,
Energy,IOC,CAPEX,,-12836.06818,-18594,-10215,-13610,-17684,-17119,-22569,-29101,-22935,-21294,-28030,-31464,-31848,"2014, 2019, 2020, 2021, 2022, 2023, 2024, 2025"
Energy,NTPC,CAPEX,,-16845,-15509,-15977,-19162,-24480,-20678,-24063,-29628,-21034,-22891,-26145,-32141,-29786.61364,"2013, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025"
Energy,POWERGRID,CAPEX,,-22084,-26639,-24185,-21576,-23836,-25701,-18727,-10733,-9244,753,-7138,-13114,-2096.40909,"2013, 2014, 2015, 2016, 2017, 2018"
Energy,RELIANCE,CAPEX,,-54027.56818,-73070,-64706,-36186,-66201,-68192,-94507,-72497,-142385,-109162,-93001,-113581,-137535,"2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025"
Energy,TATAPOWER,CAPEX,,-4026,-3609,-3865,-1805,-7373,-1512,-272,-493,993,-6250,-7263,-9027,-10539.09091,
Energy,TORNTPOWER,CAPEX,,-3725,-885,-1158,-911,-2122,-2418,-1828,-1129,-910,-2483,-3216,-3544,-4346.977273,
Energy,CAPEX,CAPEX-Average,,-13694.8011,-15536.45766,-14147.79095,-11032.92143,-16499.7,-15503.2,-18744.9,-17493.1,-22159.3,-20116.6,-18629.5,-24399,-28285.80909,
Energy,CAPEX,CAPEX-Median,,-11001.79545,-6016.5,-7941,-6752.5,-11323.5,-7232,-10916.5,-10934,-9190.5,-10941.5,-7534.5,-13066.5,-18161,
Energy,ADANIGREEN,FCF,,1666.880514442921,860.3792170882225,622.5380925536156,953.3571411371232,1539,5077,4291,5708,10738,21857,11122,28773,28191,
Energy,ADANIPOWER,FCF,,16870.386354088783,7938,10561,7949,5937,5621,6594,7902,9202,9459,6886,10689,38643,
Energy,BPCL,FCF,,28287.36363077164,16469,31278,20352,24315,18134,20608,19016,25929,28474,20272,46457,42858,
Energy,HINDPETRO,FCF,,13744.045451819897,12159,25077,10923,15558,18435,19936,19637,30108,29555,7918,36871,24785,
Energy,IOC,FCF,,53085.29545086622,42789,56307,39234,45900,46234,35316,36247,72585,47041,57674,102563,66547,"2014, 2019, 2020, 2021, 2022, 2023, 2024, 2025"
Energy,NTPC,FCF,,33353,32040,30866,43287,44647,40348,42749,53518,53478,64679,73297,72926,83189.59090930969,"2013, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025"
Energy,POWERGRID,FCF,,33774,41862,39985,36584,45411,48411,41998,41472,38647,25371,47341,50404,43426.636362820864,"2013, 2014, 2015, 2016, 2017, 2018"
Energy,RELIANCE,FCF,,109316.20451259612,116331,99080,74320,115751,139651,136853,167374,169343,219816,208033,272369,316238,"2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025"
Energy,TATAPOWER,FCF,,7312,10092,9846,9220,14387,7876,4846,7868,7352,12943,14429,21623,21357.59090802073,
Energy,TORNTPOWER,FCF,,5293,2240,3409,3461,4478,5182,4253,4739,3898,5650,6672,7802,8431.431818087585,
Energy,FCF,FCF-Average,,30270.21759145856,28278.037921708823,30703.15380925536,24628.335714113717,31792.3,33496.9,31744.4,36348.1,42128,46484.5,45364.4,65047.7,67366.72499982388,
Energy,FCF,FCF-Median,,22578.87499243021,14314,27971.5,15637.5,19936.5,18284.5,20272,19326.5,28018.5,26922.5,17350.5,41664,40750.5,
Energy,ADANIGREEN,FCF_Rank,,9,12,13,11,10,7,8,6,5,3,4,1,2,
Energy,ADANIPOWER,FCF_Rank,,2,8,4,7,12,13,11,9,6,5,10,3,1,
Energy,BPCL,FCF_Rank,,5,13,3,9,7,12,8,11,6,4,10,1,2,
Energy,HINDPETRO,FCF_Rank,,10,11,4,12,9,8,6,7,2,3,13,1,5,
Energy,IOC,FCF_Rank,,6,10,5,11,9,8,13,12,2,7,4,1,3,"2014, 2019, 2020, 2021, 2022, 2023, 2024, 2025"
Energy,NTPC,FCF_Rank,,11,12,13,8,7,10,9,5,6,4,2,3,1,"2013, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025"
Energy,POWERGRID,FCF_Rank,,12,7,9,11,4,2,6,8,10,13,3,1,5,"2013, 2014, 2015, 2016, 2017, 2018"
Energy,RELIANCE,FCF_Rank,,11,9,12,13,10,7,8,6,5,3,4,2,1,"2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025"
Energy,TATAPOWER,FCF_Rank,,12,6,7,8,4,9,13,10,11,5,3,1,2,
Energy,TORNTPOWER,FCF_Rank,,5,13,12,11,8,6,9,7,10,4,3,2,1,
Energy,FCF_Rank,FCF_Rank-Average,,8.3,10.1,8.2,10.1,8,8.2,9.1,8.1,6.3,5.1,5.6,1.6,2.3,
Energy,FCF_Rank,FCF_Rank-Median,,9.5,10.5,8,11,8.5,8,8.5,7.5,6,4,4,1,2,
Energy,ADANIGREEN,Financing_CF,,183.3575748205185,310.763635635376,594.1999994516373,1033.6666663885117,1559,3942,1045,2161,7083,15986,-2973,13953,12068,
Energy,ADANIPOWER,Financing_CF,,2366.840908676386,1631,-1144,-2713,-3539,-4600,-4663,-2377,-5655,-10338,-10408,-16864,-5175,
Energy,BPCL,Financing_CF,,-5281.704542,-3736,-9792,-1332,4804,-4218,207,3583,-13981,-17672,-4402,-25427,-6241,
Energy,HINDPETRO,Financing_CF,,-12942.22726,-1256,-14699,-3674,-4239,-4423,2598,8452,-4709,-2066,16025,-16155,-4138,
Energy,IOC,Financing_CF,,-26936.99999,-3116,-38283,-11890,-10937,-12007,10436,22456,-27369,-4058,-1794,-39385,-3425,"2014, 2019, 2020, 2021, 2022, 2023, 2024, 2025"
Energy,NTPC,Financing_CF,,988,-2709,-1474,-3899,3138,1028,4927,6004,-11049,-19172,-21217,-8246,-23119.38637,"2013, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025"
Energy,POWERGRID,Financing_CF,,9962,13712,6399,5621,3959,1285,-2431,-18806,-20521,-28967,-30450,-25903,-39909.90909,"2013, 2014, 2015, 2016, 2017, 2018"
Energy,RELIANCE,Financing_CF,,-27553.15906,13713,8444,-3210,8617,-2001,55906,-2541,101904,17289,10455,-16646,-31891,"2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025"
Energy,TATAPOWER,Financing_CF,,-593,-3265,-2239,-6183,937,-4726,-5184,-5110,-7603,-1183,1341,-4497,-833.2500008,
Energy,TORNTPOWER,Financing_CF,,2090,437,-1206,-2163,-674,-311,-617,-2506,-2061,-502,-341,-551,607.1136352419853,
Energy,Financing_CF,Financing_CF-Average,,-5771.689237,1572.1763635635375,-5339.98,-2840.933333,362.5,-2603.1,6222.4,1131.6,1603.9,-5068.3,-4376.4,-13972.1,-10205.74318,
Energy,Financing_CF,Financing_CF-Median,,-204.8212126,-472.6181822,-1340,-2961.5,1248,-3109.5,626,-108,-6629,-3062,-2383.5,-16400.5,-4656.5,
Energy,ADANIGREEN,Net,,722.9800859689713,519.2298696190119,352.2285710275173,221.9761901795864,76,162,3,383,-453,383,435,606,605,
Energy,ADANIPOWER,Net,,-177.9772724,169,-58,-148,-26,-19,-37,917,-828,669,-433,787,-816,
Energy,BPCL,Net,,-1586.681817,-1029,414,555,-1429,-215,-87,329,7000,-5474,257,-12,-1743,
Energy,HINDPETRO,Net,,-872.499999,600,-956,-1295,712,-784,-230,-247,841,-1,1175,-5322,-467,
Energy,IOC,Net,,476.0000006742776,2485,-2406,124,-405,-11,614,502,-653,395,-180,250,-573,"2014, 2019, 2020, 2021, 2022, 2023, 2024, 2025"
Energy,NTPC,Net,,651,-1687,-2563,1064,-1176,19,-451,266,360,-274,-210,398,497.7954547442496,"2013, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025"
Energy,POWERGRID,Net,,-432,2295,-1986,-948,1698,-1707,2113,1199,-362,-2091,2615,-1728,-676.7272727,"2013, 2014, 2015, 2016, 2017, 2018"
Energy,RELIANCE,Net,,-26292.09091,-16096,-21888,-1262,-8034,1266,3745,19839,-13523,18781,32486,28561,9277,"2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025"
Energy,TATAPOWER,Net,,-1333,-392,-123,-574,579,126,-883,1773,1736,-741,1243,-928,-554.5227267,
Energy,TORNTPOWER,Net,,-67,908,-112,-523,-440,34,-20,-25,16,182,-101,163,344.56818184256554,
Energy,Net,Net-Average,,-2891.126991,-1222.777013,-2932.577143,-278.502381,-844.5,-112.9,476.7,2493.6,-586.6,1182.9,3728.7,2277.5,589.4113637138158,
Energy,Net,Net-Median,,-304.9886362,344.11493480950594,-539.5,-335.5,-215.5,4,-28.5,442.5,-173,90.5,346,206.5,-510.7613634,
Energy,ADANIGREEN,Heavy_Investment_Flag,,0,0,0,0,0,0,0,0,0,0,0,0,0,
Energy,ADANIPOWER,Heavy_Investment_Flag,,0,0,0,0,0,0,0,0,0,0,0,0,0,
Energy,BPCL,Heavy_Investment_Flag,,0,0,0,0,0,0,0,0,0,0,0,0,0,
Energy,HINDPETRO,Heavy_Investment_Flag,,0,0,0,0,0,0,0,0,0,0,0,0,0,
Energy,IOC,Heavy_Investment_Flag,,0,1,0,0,0,0,1,1,1,1,1,1,1,"2014, 2019, 2020, 2021, 2022, 2023, 2024, 2025"
Energy,NTPC,Heavy_Investment_Flag,,1,0,1,1,1,1,1,1,1,1,1,1,1,"2013, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025"
Energy,POWERGRID,Heavy_Investment_Flag,,1,1,1,1,1,1,0,0,0,0,0,0,0,"2013, 2014, 2015, 2016, 2017, 2018"
Energy,RELIANCE,Heavy_Investment_Flag,,1,1,1,1,1,1,1,1,1,1,1,1,1,"2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025"
Energy,TATAPOWER,Heavy_Investment_Flag,,0,0,0,0,0,0,0,0,0,0,0,0,0,
Energy,TORNTPOWER,Heavy_Investment_Flag,,0,0,0,0,0,0,0,0,0,0,0,0,0,
Energy,Heavy_Investment_Flag,Heavy_Investment_Flag-Average,,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,
Energy,Heavy_Investment_Flag,Heavy_Investment_Flag-Median,,0,0,0,0,0,0,0,0,0,0,0,0,0,
Energy,ADANIGREEN,Cash from Operating Activity,,1103.664933502674,534.802596271038,190.62857073545456,71.14285671710968,28,649,1625,1965,1601,3127,7265,7713,8364,
Energy,ADANIPOWER,Cash from Operating Activity,,7163.090903759003,3238,5824,5257,4725,5101,5610,5598,7014,10233,8431,14170,21501,
Energy,BPCL,Cash from Operating Activity,,15991.068178415298,9588,20742,11119,9041,11068,10157,7881,23455,20336,12466,35936,23678,
Energy,HINDPETRO,Cash from Operating Activity,,12906.477268457413,7007,19410,6651,10254,11037,8554,5469,17829,15810,-3466,23852,14228,
Energy,IOC,Cash from Operating Activity,,40249.227268218994,24195,46092,25624,28216,29115,12747,7146,49650,25747,29644,71099,34699,"2014, 2019, 2020, 2021, 2022, 2023, 2024, 2025"
Energy,NTPC,Cash from Operating Activity,,16508,16531,14889,24125,20167,19670,18686,23890,32444,41788,47152,40785,53402.97727274895,"2013, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025"
Energy,POWERGRID,Cash from Operating Activity,,11690,15223,15800,15008,21575,22710,23271,30739,29403,26124,40203,37290,41330.22727307677,"2013, 2014, 2015, 2016, 2017, 2018"
Energy,RELIANCE,Cash from Operating Activity,,55288.63632965088,43261,34374,38134,49550,71459,42346,94877,26958,110654,115032,158788,178703,"2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025"
Energy,TATAPOWER,Cash from Operating Activity,,3286,6483,5981,7415,7014,6364,4574,7375,8345,6693,7166,12596,10818.500000208616,
Energy,TORNTPOWER,Cash from Operating Activity,,1568,1355,2251,2550,2356,2764,2425,3610,2988,3167,3456,4258,4084.454545457848,
Energy,Cash from Operating Activity,Cash from Operating Activity-Average,,16575.416488200426,12741.580259627104,16555.362857073545,13595.414285671712,15292.6,17993.7,12999.5,18855,19968.7,26367.9,26734.9,40648.7,39080.91590914922,
Energy,Cash from Operating Activity,Cash from Operating Activity-Median,,12298.238634228706,8297.5,15344.5,9267,9647.5,11052.5,9355.5,7260.5,20642,18073,10448.5,29894,22589.5,
Energy,ADANIGREEN,Cash from Investing Activity,,-563.2155809,-325.5766208,-431.9095218,-882.2142844,-1511,-4428,-2666,-3743,-9137,-18730,-3857,-21060,-19827,
Energy,ADANIPOWER,Cash from Investing Activity,,-9707.29545,-4700,-4737,-2692,-1212,-520,-984,-2304,-2188,774,1545,3481,-17142,
Energy,BPCL,Cash from Investing Activity,,-12296.29545,-6881,-10536,-9233,-15274,-7066,-10451,-11135,-2474,-8138,-7806,-10521,-19180,
Energy,HINDPETRO,Cash from Investing Activity,,-837.5681834,-5152,-5667,-4272,-5304,-7398,-11382,-14168,-12279,-13745,-11384,-13019,-10557,
Energy,IOC,Cash from Investing Activity,,-12836.06818,-18594,-10215,-13610,-17684,-17119,-22569,-29101,-22935,-21294,-28030,-31464,-31848,"2014, 2019, 2020, 2021, 2022, 2023, 2024, 2025"
Energy,NTPC,Cash from Investing Activity,,-16845,-15509,-15977,-19162,-24480,-20678,-24063,-29628,-21034,-22891,-26145,-32141,-29786.61364,"2013, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025"
Energy,POWERGRID,Cash from Investing Activity,,-22084,-26639,-24185,-21576,-23836,-25701,-18727,-10733,-9244,753,-7138,-13114,-2096.40909,"2013, 2014, 2015, 2016, 2017, 2018"
Energy,RELIANCE,Cash from Investing Activity,,-54027.56818,-73070,-64706,-36186,-66201,-68192,-94507,-72497,-142385,-109162,-93001,-113581,-137535,"2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025"
Energy,TATAPOWER,Cash from Investing Activity,,-4026,-3609,-3865,-1805,-7373,-1512,-272,-493,993,-6250,-7263,-9027,-10539.09091,
Energy,TORNTPOWER,Cash from Investing Activity,,-3725,-885,-1158,-911,-2122,-2418,-1828,-1129,-910,-2483,-3216,-3544,-4346.977273,
Energy,Cash from Investing Activity,Cash from Investing Activity-Average,,-13694.8011,-15536.45766,-14147.79095,-11032.92143,-16499.7,-15503.2,-18744.9,-17493.1,-22159.3,-20116.6,-18629.5,-24399,-28285.80909,
Energy,Cash from Investing Activity,Cash from Investing Activity-Median,,-11001.79545,-6016.5,-7941,-6752.5,-11323.5,-7232,-10916.5,-10934,-9190.5,-10941.5,-7534.5,-13066.5,-18161,
Energy,ADANIGREEN,Cash from Financing Activity,,183.3575748205185,310.763635635376,594.1999994516373,1033.6666663885117,1559,3942,1045,2161,7083,15986,-2973,13953,12068,
Energy,ADANIPOWER,Cash from Financing Activity,,2366.840908676386,1631,-1144,-2713,-3539,-4600,-4663,-2377,-5655,-10338,-10408,-16864,-5175,
Energy,BPCL,Cash from Financing Activity,,-5281.704542,-3736,-9792,-1332,4804,-4218,207,3583,-13981,-17672,-4402,-25427,-6241,
Energy,HINDPETRO,Cash from Financing Activity,,-12942.22726,-1256,-14699,-3674,-4239,-4423,2598,8452,-4709,-2066,16025,-16155,-4138,
Energy,IOC,Cash from Financing Activity,,-26936.99999,-3116,-38283,-11890,-10937,-12007,10436,22456,-27369,-4058,-1794,-39385,-3425,"2014, 2019, 2020, 2021, 2022, 2023, 2024, 2025"
Energy,NTPC,Cash from Financing Activity,,988,-2709,-1474,-3899,3138,1028,4927,6004,-11049,-19172,-21217,-8246,-23119.38637,"2013, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025"
Energy,POWERGRID,Cash from Financing Activity,,9962,13712,6399,5621,3959,1285,-2431,-18806,-20521,-28967,-30450,-25903,-39909.90909,"2013, 2014, 2015, 2016, 2017, 2018"
Energy,RELIANCE,Cash from Financing Activity,,-27553.15906,13713,8444,-3210,8617,-2001,55906,-2541,101904,17289,10455,-16646,-31891,"2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025"
Energy,TATAPOWER,Cash from Financing Activity,,-593,-3265,-2239,-6183,937,-4726,-5184,-5110,-7603,-1183,1341,-4497,-833.2500008,
Energy,TORNTPOWER,Cash from Financing Activity,,2090,437,-1206,-2163,-674,-311,-617,-2506,-2061,-502,-341,-551,607.1136352419853,
Energy,Cash from Financing Activity,Cash from Financing Activity-Average,,-5771.689237,1572.1763635635375,-5339.98,-2840.933333,362.5,-2603.1,6222.4,1131.6,1603.9,-5068.3,-4376.4,-13972.1,-10205.74318,
Energy,Cash from Financing Activity,Cash from Financing Activity-Median,,-204.8212126,-472.6181822,-1340,-2961.5,1248,-3109.5,626,-108,-6629,-3062,-2383.5,-16400.5,-4656.5,
Energy,ADANIGREEN,Net Cash Flow,,722.9800859689713,519.2298696190119,352.2285710275173,221.9761901795864,76,162,3,383,-453,383,435,606,605,
Energy,ADANIPOWER,Net Cash Flow,,-177.9772724,169,-58,-148,-26,-19,-37,917,-828,669,-433,787,-816,
