Industry,Company,Financial_Metric,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Banking,SBIN,Depreciation,,,,,,,,1577.0,1942.0,1581.0,2252.0,2915.0,3105.0,3496.0,3662.0,3711.0,3691.0,3696.0,3849.0
Banking,SBIN,Eps In Rs,,,,,,,,26.19,18.99,22.76,15.75,0.3,-5.11,2.58,22.15,25.11,39.64,62.35,75.17
Banking,SBIN,Expenses,,,,,,,,66283.0,82198.0,96675.0,109985.0,145666.0,169065.0,166104.0,172909.0,192821.0,197349.0,204303.0,239750.0
Banking,SBIN,Financing Profit,,,,,,,,-5124.0,-14614.0,-21879.0,-32399.0,-64334.0,-86697.0,-68649.0,-64181.0,-70715.0,-63570.0,-43439.0,-60297.0
Banking,SBIN,Interest,,,,,,,,106818.0,121479.0,133179.0,143047.0,149115.0,146603.0,155867.0,161124.0,156010.0,156194.0,189981.0,259736.0
Banking,SBIN,Other Income,,,,,,,,32584.0,37882.0,49315.0,52828.0,68193.0,77557.0,77365.0,98159.0,107222.0,117000.0,122534.0,155386.0
Banking,SBIN,Pat,,,,,,,,18555.0,14807.0,17832.0,13019.0,-97.0,-3749.0,3351.0,21140.0,23888.0,37183.0,57750.0,69543.0
Banking,SBIN,Pbt,,,,,,,,25882.0,21326.0,25855.0,18177.0,945.0,-12245.0,5220.0,30317.0,32796.0,49739.0,75399.0,91240.0
Banking,SBIN,Revenue,,,,,,,,167976.0,189062.0,207974.0,220633.0,230447.0,228970.0,253322.0,269852.0,278115.0,289973.0,350845.0,439189.0
Banking,YESBANK,Depreciation,,,,,,,,52.0,64.0,86.0,112.0,173.0,232.0,305.0,342.0,360.0,403.0,433.0,546.0
Banking,YESBANK,Eps In Rs,,,,,,,,7.25,8.94,9.56,12.03,14.63,18.38,7.38,-13.09,-1.39,0.42,0.26,0.45
Banking,YESBANK,Expenses,,,,,,,,1499.0,2055.0,2548.0,3429.0,4790.0,6595.0,11834.0,39246.0,14937.0,8058.0,10371.0,11350.0
Banking,YESBANK,Financing Profit,,,,,,,,720.0,662.0,940.0,1139.0,1008.0,1144.0,-2021.0,-32452.0,-7509.0,-1568.0,-2468.0,-3272.0
Banking,YESBANK,Interest,,,,,,,,6075.0,7265.0,8083.0,8965.0,10627.0,12529.0,19811.0,19258.0,12611.0,12528.0,14800.0,19527.0
Banking,YESBANK,Other Income,,,,,,,,1257.0,1722.0,2048.0,2729.0,4218.0,5293.0,4675.0,11956.0,3107.0,3405.0,3883.0,5355.0
Banking,YESBANK,Pat,,,,,,,,1301.0,1611.0,1997.0,2530.0,3340.0,4233.0,1709.0,-16433.0,-3489.0,1064.0,736.0,1285.0
Banking,YESBANK,Pbt,,,,,,,,1926.0,2320.0,2902.0,3756.0,5053.0,6205.0,2349.0,-20838.0,-4762.0,1434.0,981.0,1538.0
Banking,YESBANK,Revenue,,,,,,,,8294.0,9981.0,11572.0,13533.0,16425.0,20269.0,29624.0,26052.0,20039.0,19019.0,22702.0,27606.0
Banking,AXISBANK,Net Margin %,,,,,,,,19.24,20.53,20.85,20.18,8.78,1.0,9.01,2.95,11.26,20.64,12.49,23.49
Banking,AXISBANK,Revenue CAGR %,,,,,,,,,,,,,,,,,,,13.8
Banking,AXISBANK,PAT CAGR %,,,,,,,,,,,,,,,,,,,15.88
Banking,BANKBARODA,Net Margin %,,,,,,,,13.25,12.45,8.79,-10.99,4.17,-3.99,2.2,1.24,2.18,10.81,15.88,15.94
Banking,BANKBARODA,Revenue CAGR %,,,,,,,,,,,,,,,,,,,11.31
Banking,BANKBARODA,PAT CAGR %,,,,,,,,,,,,,,,,,,,13.19
Banking,CANBK,Net Margin %,,,,,,,,8.79,6.75,6.69,-5.76,3.4,-9.37,1.45,-3.86,4.21,8.72,13.21,13.94
Banking,CANBK,Revenue CAGR %,,,,,,,,,,,,,,,,,,,11.29
Banking,CANBK,PAT CAGR %,,,,,,,,,,,,,,,,,,,16.05
Banking,FEDERALBNK,Net Margin %,,,,,,,,13.66,12.13,14.13,6.21,9.87,9.43,11.33,11.7,11.74,13.88,18.02,16.82
Banking,FEDERALBNK,Revenue CAGR %,,,,,,,,,,,,,,,,,,,12.83
Banking,FEDERALBNK,PAT CAGR %,,,,,,,,,,,,,,,,,,,14.99
Banking,HDFCBANK,Net Margin %,,,,,,,,19.25,20.6,21.12,20.3,20.9,21.76,21.34,22.34,24.78,28.07,27.03,23.07
Banking,HDFCBANK,Revenue CAGR %,,,,,,,,,,,,,,,,,,,20.68
Banking,HDFCBANK,PAT CAGR %,,,,,,,,,,,,,,,,,,,22.69
Banking,ICICIBANK,Net Margin %,,,,,,,,22.57,23.6,23.55,18.43,18.61,14.64,7.9,13.23,22.84,27.82,29.29,28.89
Banking,ICICIBANK,Revenue CAGR %,,,,,,,,,,,,,,,,,,,12.22
Banking,ICICIBANK,PAT CAGR %,,,,,,,,,,,,,,,,,,,14.77
Banking,IDFCFIRSTB,Net Margin %,,,,,,,,,,,,11.88,9.67,-15.63,-17.51,3.02,0.77,10.93,9.7
Banking,INDUSINDBK,Net Margin %,,,,,,,,,,,19.26,19.91,20.87,14.83,15.49,10.1,15.59,20.47,19.62
Banking,KOTAKBANK,Net Margin %,,,,,,,,20.65,21.08,23.31,17.27,22.48,24.9,24.15,25.67,30.44,35.83,35.41,32.39
Banking,KOTAKBANK,Revenue CAGR %,,,,,,,,,,,,,,,,,,,16.15
Banking,KOTAKBANK,PAT CAGR %,,,,,,,,,,,,,,,,,,,21.0
Banking,PNB,Net Margin %,,,,,,,,11.66,8.17,7.24,-6.91,2.58,-24.86,-18.31,0.88,3.29,5.13,3.87,8.4
Banking,PNB,Revenue CAGR %,,,,,,,,,,,,,,,,,,,8.81
Banking,PNB,PAT CAGR %,,,,,,,,,,,,,,,,,,,5.62
Banking,SBIN,Net Margin %,,,,,,,,11.05,7.83,8.57,5.9,-0.04,-1.64,1.32,7.83,8.59,12.82,16.46,15.83
Banking,SBIN,Revenue CAGR %,,,,,,,,,,,,,,,,,,,9.13
Banking,SBIN,PAT CAGR %,,,,,,,,,,,,,,,,,,,12.76
Banking,YESBANK,Net Margin %,,,,,,,,15.69,16.14,17.26,18.7,20.33,20.88,5.77,-63.08,-17.41,5.59,3.24,4.65
Banking,YESBANK,Revenue CAGR %,,,,,,,,,,,,,,,,,,,11.55
Banking,YESBANK,PAT CAGR %,,,,,,,,,,,,,,,,,,,-0.11
Banking,SECTOR_Banking,Sector Net Margin %,,,,,,,,13.99,12.44,12.62,7.41,7.84,3.51,5.43,6.7,11.37,16.66,18.33,18.89
Cement,ACC,Depreciation,,,,,,,569.0,584.0,568.0,663.0,609.0,644.0,603.0,606.0,639.0,601.0,,841.0,883.0
Cement,ACC,Ebit,,,,,,,2197.0,1646.0,1529.0,1583.0,1458.0,1915.0,2048.0,2413.0,2355.0,2998.0,,1925.0,3062.0
Cement,ACC,Eps In Rs,,,,,,,56.42,58.31,61.88,31.3,35.06,49.23,80.97,73.35,76.16,99.21,,47.13,124.42
Cement,ACC,Expenses,,,,,,,9078.0,9416.0,10116.0,10123.0,9532.0,11370.0,12754.0,13245.0,11431.0,13154.0,,20285.0,16897.0
Cement,ACC,Interest,,,,,,,115.0,114.0,83.0,65.0,79.0,99.0,88.0,86.0,57.0,55.0,,77.0,155.0
Cement,ACC,Other Income,,,,,,,-72.0,265.0,241.0,-90.0,115.0,137.0,153.0,332.0,50.0,164.0,,196.0,735.0
Cement,ACC,Pat,,,,,,,1059.0,1095.0,1162.0,587.0,658.0,925.0,1521.0,1378.0,1430.0,1863.0,,885.0,2337.0
Cement,ACC,Pbt,,,,,,,1441.0,1214.0,1120.0,766.0,885.0,1310.0,1510.0,2053.0,1709.0,2506.0,,1203.0,2759.0
Cement,ACC,Revenue,,,,,,,11275.0,11062.0,11646.0,11706.0,10990.0,13285.0,14802.0,15658.0,13786.0,16152.0,,22210.0,19959.0
Cement,AMBUJACEM,Depreciation,,,,,,,569.0,494.0,513.0,630.0,1461.0,1219.0,1154.0,1153.0,1162.0,1152.0,,1645.0,1623.0
Cement,AMBUJACEM,Ebit,,,,,,,2473.0,1669.0,1934.0,1542.0,3181.0,3858.0,4011.0,4597.0,5006.0,6210.0,,5122.0,6400.0
Cement,AMBUJACEM,Eps In Rs,,,,,,,8.39,8.27,9.59,5.21,5.57,7.64,10.97,10.55,11.91,14.0,,13.01,16.28
Cement,AMBUJACEM,Expenses,,,,,,,7276.0,7492.0,8022.0,7895.0,16913.0,19751.0,22030.0,22507.0,19511.0,22755.0,,33815.0,26760.0
Cement,AMBUJACEM,Interest,,,,,,,78.0,67.0,66.0,92.0,153.0,206.0,170.0,170.0,140.0,146.0,,195.0,276.0
Cement,AMBUJACEM,Other Income,,,,,,,69.0,390.0,419.0,353.0,441.0,335.0,232.0,601.0,288.0,252.0,,447.0,1401.0
Cement,AMBUJACEM,Pat,,,,,,,1292.0,1278.0,1487.0,808.0,1434.0,1945.0,2973.0,2783.0,3107.0,3711.0,,3024.0,4738.0
Cement,AMBUJACEM,Pbt,,,,,,,1896.0,1498.0,1774.0,1173.0,2008.0,2768.0,2919.0,3875.0,3992.0,5164.0,,3729.0,5901.0
Cement,AMBUJACEM,Revenue,,,,,,,9749.0,9161.0,9955.0,9437.0,20094.0,23609.0,26041.0,27104.0,24516.0,28965.0,,38937.0,33160.0
Cement,SHREECEM,Depreciation,,,,,,,,436.0,550.0,925.0,828.0,1215.0,899.0,1472.0,1808.0,1262.0,1146.0,1661.0,1897.0
Cement,SHREECEM,Ebit,,,,,,,,1561.0,1390.0,1344.0,1407.0,2513.0,2473.0,2797.0,3771.0,4091.0,3710.0,2960.0,4518.0
Cement,SHREECEM,Eps In Rs,,,,,,,,288.18,225.97,122.37,328.13,384.38,397.32,288.86,425.67,633.54,646.31,352.18,663.98
Cement,SHREECEM,Expenses,,,,,,,,3857.0,4325.0,4916.0,4107.0,6081.0,7360.0,9758.0,9098.0,9468.0,11300.0,14893.0,16003.0
Cement,SHREECEM,Interest,,,,,,,,193.0,129.0,121.0,76.0,129.0,135.0,248.0,291.0,251.0,216.0,263.0,258.0
Cement,SHREECEM,Other Income,,,,,,,,187.0,104.0,102.0,673.0,362.0,389.0,69.0,263.0,426.0,544.0,459.0,597.0
Cement,SHREECEM,Pat,,,,,,,,1004.0,787.0,426.0,1143.0,1339.0,1384.0,1015.0,1544.0,2290.0,2337.0,1269.0,2396.0
Cement,SHREECEM,Pbt,,,,,,,,1119.0,815.0,401.0,1176.0,1531.0,1827.0,1146.0,1934.0,3004.0,2892.0,1495.0,2959.0
Cement,SHREECEM,Revenue,,,,,,,,5418.0,5715.0,6259.0,5514.0,8594.0,9833.0,12555.0,12868.0,13560.0,15010.0,17852.0,20521.0
Cement,ULTRACEMCO,Depreciation,,,,,,,,1023.0,1139.0,1203.0,1377.0,1348.0,1848.0,2451.0,2723.0,2700.0,2715.0,2888.0,3145.0
Cement,ULTRACEMCO,Ebit,,,,,,,,4839.0,4035.0,4425.0,4901.0,5212.0,6145.0,7347.0,9246.0,11568.0,11514.0,10620.0,12969.0
Cement,ULTRACEMCO,Eps In Rs,,,,,,,,97.66,80.44,76.47,90.3,98.9,80.92,87.51,199.4,189.26,254.42,175.41,242.65
Cement,ULTRACEMCO,Expenses,,,,,,,,15674.0,16695.0,18881.0,20252.0,20162.0,24834.0,34115.0,33184.0,33158.0,41084.0,52620.0,57940.0
Cement,ULTRACEMCO,Interest,,,,,,,,252.0,361.0,587.0,566.0,640.0,1238.0,1778.0,1992.0,1486.0,945.0,823.0,968.0
Cement,ULTRACEMCO,Other Income,,,,,,,,304.0,322.0,350.0,464.0,648.0,242.0,350.0,651.0,619.0,669.0,507.0,567.0
Cement,ULTRACEMCO,Pat,,,,,,,,2688.0,2213.0,2102.0,2480.0,2714.0,2224.0,2400.0,5751.0,5462.0,7334.0,5073.0,7004.0
Cement,ULTRACEMCO,Pbt,,,,,,,,3867.0,2858.0,2986.0,3421.0,3872.0,3301.0,3468.0,5183.0,8001.0,8524.0,7416.0,9422.0
Cement,ULTRACEMCO,Revenue,,,,,,,,20514.0,20730.0,23306.0,25153.0,25375.0,30979.0,41462.0,42430.0,44726.0,52599.0,63240.0,70908.0
Cement,ACC,Net Margin %,,,,,,,9.39,9.9,9.98,5.01,5.99,6.96,10.28,8.8,10.37,11.53,,3.98,11.71
Cement,ACC,Revenue CAGR %,,,,,,,,,,,,,,,,,,,4.87
Cement,ACC,PAT CAGR %,,,,,,,,,,,,,,,,,,,6.82
Cement,AMBUJACEM,Net Margin %,,,,,,,13.25,13.95,14.94,8.56,7.14,8.24,11.42,10.27,12.67,12.81,,7.77,14.29
Cement,AMBUJACEM,Revenue CAGR %,,,,,,,,,,,,,,,,,,,10.74
Cement,AMBUJACEM,PAT CAGR %,,,,,,,,,,,,,,,,,,,11.44
Cement,SHREECEM,Net Margin %,,,,,,,,18.53,13.77,6.81,20.73,15.58,14.08,8.08,12.0,16.89,15.57,7.11,11.68
Cement,ULTRACEMCO,Net Margin %,,,,,,,,13.1,10.68,9.02,9.86,10.7,7.18,5.79,13.55,12.21,13.94,8.02,9.88
Cement,SECTOR_Cement,Sector Net Margin %,,,,,,,11.18,13.14,11.76,7.74,9.25,9.77,9.92,7.83,12.64,12.89,14.3,7.21,11.41
Chemicals,NAVINFLUOR,Depreciation,,,,,,,,21.0,22.0,20.0,22.0,30.0,40.0,28.0,37.0,44.0,48.0,63.0,96.0
Chemicals,NAVINFLUOR,Ebit,,,,,,,,83.0,66.0,72.0,118.0,159.0,220.0,219.0,268.0,309.0,356.0,550.0,399.0
Chemicals,NAVINFLUOR,Eps In Rs,,,,,,,,8.89,13.47,11.18,17.08,27.88,36.43,30.15,82.57,52.02,53.09,75.68,54.56
Chemicals,NAVINFLUOR,Expenses,,,,,,,,467.0,420.0,519.0,561.0,582.0,693.0,777.0,794.0,870.0,1098.0,1527.0,1666.0
Chemicals,NAVINFLUOR,Interest,,,,,,,,6.0,6.0,3.0,4.0,3.0,1.0,1.0,2.0,2.0,2.0,28.0,75.0
Chemicals,NAVINFLUOR,Other Income,,,,,,,,14.0,31.0,29.0,23.0,55.0,88.0,34.0,29.0,94.0,38.0,36.0,107.0
Chemicals,NAVINFLUOR,Pat,,,,,,,,44.0,68.0,58.0,84.0,137.0,180.0,149.0,409.0,258.0,263.0,375.0,270.0
Chemicals,NAVINFLUOR,Pbt,,,,,,,,70.0,69.0,78.0,116.0,182.0,266.0,224.0,258.0,358.0,344.0,496.0,336.0
Chemicals,NAVINFLUOR,Revenue,,,,,,,,550.0,486.0,592.0,680.0,742.0,913.0,996.0,1062.0,1179.0,1453.0,2077.0,2065.0
Chemicals,SRF,Depreciation,,,,,,,,209.0,225.0,245.0,275.0,283.0,316.0,358.0,389.0,453.0,517.0,575.0,673.0
Chemicals,SRF,Ebit,,,,,,,,614.0,505.0,717.0,963.0,969.0,906.0,1297.0,1455.0,2133.0,3103.0,3529.0,2584.0
Chemicals,SRF,Eps In Rs,,,,,,,,8.81,5.66,10.55,14.97,17.94,16.08,22.33,35.46,40.44,63.72,72.95,45.06
Chemicals,SRF,Expenses,,,,,,,,3169.0,3513.0,3822.0,3630.0,3852.0,4683.0,5803.0,5754.0,6267.0,9330.0,11341.0,10554.0
Chemicals,SRF,Interest,,,,,,,,100.0,96.0,138.0,130.0,102.0,124.0,198.0,201.0,134.0,116.0,205.0,302.0
Chemicals,SRF,Other Income,,,,,,,,42.0,24.0,65.0,28.0,73.0,115.0,78.0,152.0,66.0,116.0,75.0,83.0
Chemicals,SRF,Pat,,,,,,,,253.0,162.0,303.0,430.0,515.0,462.0,642.0,1019.0,1198.0,1889.0,2162.0,1336.0
Chemicals,SRF,Pbt,,,,,,,,348.0,208.0,399.0,585.0,657.0,582.0,818.0,1018.0,1612.0,2586.0,2824.0,1692.0
Chemicals,SRF,Revenue,,,,,,,,3783.0,4018.0,4540.0,4593.0,4822.0,5589.0,7100.0,7209.0,8400.0,12434.0,14870.0,13139.0
Chemicals,TATACONSUM,Depreciation,,,,,,,,105.0,129.0,133.0,117.0,126.0,116.0,123.0,242.0,255.0,278.0,304.0,377.0
Chemicals,TATACONSUM,Ebit,,,,,,,,770.0,752.0,792.0,366.0,791.0,839.0,786.0,1292.0,1544.0,1719.0,1856.0,2284.0
Chemicals,TATACONSUM,Eps In Rs,,,,,,,,5.81,7.48,3.86,-0.08,5.94,7.56,6.23,4.8,8.95,9.78,12.48,11.63
Chemicals,TATACONSUM,Expenses,,,,,,,,6581.0,6986.0,7201.0,6271.0,5988.0,5976.0,6466.0,8345.0,10058.0,10707.0,11927.0,12922.0
Chemicals,TATACONSUM,Interest,,,,,,,,84.0,87.0,82.0,117.0,92.0,43.0,52.0,78.0,69.0,73.0,87.0,130.0
Chemicals,TATACONSUM,Other Income,,,,,,,,56.0,170.0,-77.0,38.0,88.0,73.0,124.0,-163.0,91.0,88.0,328.0,-81.0
Chemicals,TATACONSUM,Pat,,,,,,,,445.0,510.0,273.0,-37.0,455.0,556.0,457.0,460.0,930.0,1015.0,1320.0,1215.0
Chemicals,TATACONSUM,Pbt,,,,,,,,637.0,707.0,500.0,170.0,662.0,753.0,735.0,809.0,1311.0,1456.0,1794.0,1696.0
Chemicals,TATACONSUM,Revenue,,,,,,,,7351.0,7738.0,7993.0,6637.0,6780.0,6815.0,7252.0,9637.0,11602.0,12425.0,13783.0,15206.0
Chemicals,UPL,Depreciation,,,,,,,,354.0,407.0,425.0,676.0,672.0,675.0,880.0,2012.0,2173.0,2359.0,2547.0,2763.0
Chemicals,UPL,Ebit,,,,,,,,1654.0,2018.0,2363.0,2348.0,2966.0,3412.0,3813.0,6772.0,8352.0,9529.0,10196.0,4297.0
Chemicals,UPL,Eps In Rs,,,,,,,,10.37,13.13,15.82,13.0,20.18,23.57,17.35,20.66,33.4,42.18,42.28,-14.21
Chemicals,UPL,Expenses,,,,,,,,7531.0,8753.0,9728.0,11700.0,13346.0,13966.0,18024.0,28984.0,30342.0,36711.0,43380.0,38801.0
Chemicals,UPL,Interest,,,,,,,,429.0,485.0,517.0,704.0,735.0,783.0,963.0,1481.0,2060.0,2295.0,2963.0,3852.0
Chemicals,UPL,Other Income,,,,,,,,72.0,30.0,-11.0,149.0,363.0,351.0,-197.0,-515.0,62.0,91.0,464.0,231.0
Chemicals,UPL,Pat,,,,,,,,773.0,957.0,1187.0,952.0,1733.0,2030.0,1575.0,2178.0,3495.0,4437.0,4414.0,-1878.0
Chemicals,UPL,Pbt,,,,,,,,944.0,1157.0,1410.0,1117.0,1922.0,2305.0,1773.0,2764.0,4181.0,4966.0,5150.0,-2087.0
Chemicals,UPL,Revenue,,,,,,,,9186.0,10771.0,12091.0,14048.0,16312.0,17378.0,21837.0,35756.0,38694.0,46240.0,53576.0,43098.0
Chemicals,NAVINFLUOR,Net Margin %,,,,,,,,8.0,13.99,9.8,12.35,18.46,19.72,14.96,38.51,21.88,18.1,18.05,13.08
Chemicals,NAVINFLUOR,Revenue CAGR %,,,,,,,,,,,,,,,,,,,12.78
Chemicals,NAVINFLUOR,PAT CAGR %,,,,,,,,,,,,,,,,,,,17.93
Chemicals,SRF,Net Margin %,,,,,,,,6.69,4.03,6.67,9.36,10.68,8.27,9.04,14.14,14.26,15.19,14.54,10.17
Chemicals,SRF,Revenue CAGR %,,,,,,,,,,,,,,,,,,,11.98
Chemicals,SRF,PAT CAGR %,,,,,,,,,,,,,,,,,,,16.33
Chemicals,TATACONSUM,Net Margin %,,,,,,,,6.05,6.59,3.42,-0.56,6.71,8.16,6.3,4.77,8.02,8.17,9.58,7.99
Chemicals,TATACONSUM,Revenue CAGR %,,,,,,,,,,,,,,,,,,,6.83
Chemicals,TATACONSUM,PAT CAGR %,,,,,,,,,,,,,,,,,,,9.56
Chemicals,UPL,Net Margin %,,,,,,,,8.41,8.88,9.82,6.78,10.62,11.68,7.21,6.09,9.03,9.6,8.24,-4.36
Chemicals,UPL,Revenue CAGR %,,,,,,,,,,,,,,,,,,,15.09
Chemicals,UPL,PAT CAGR %,,,,,,,,,,,,,,,,,,,-8.4
Chemicals,SECTOR_Chemicals,Sector Net Margin %,,,,,,,,7.26,7.37,7.22,5.51,9.91,10.52,7.59,7.58,9.82,10.48,9.81,1.33
Energy,ADANIGREEN,Depreciation,,,,,,,,,,,,333.0,543.0,1062.0,394.0,486.0,849.0,1300.0,1903.0
Energy,ADANIGREEN,Ebit,,,,,,,,,,,,403.0,843.0,1526.0,1450.0,2241.0,3512.0,4970.0,7318.0
Energy,ADANIGREEN,Eps In Rs,,,,,,,,,,,,-0.37,-1.0,-3.03,-0.15,1.34,3.13,6.15,6.94
Energy,ADANIGREEN,Expenses,,,,,,,,,,,,98.0,637.0,532.0,1098.0,883.0,1621.0,2806.0,1902.0
Energy,ADANIGREEN,Interest,,,,,,,,,,,,334.0,552.0,1121.0,995.0,1953.0,2617.0,2911.0,5006.0
Energy,ADANIGREEN,Other Income,,,,,,,,,,,,80.0,42.0,73.0,-111.0,391.0,507.0,667.0,1262.0
Energy,ADANIGREEN,Pat,,,,,,,,,,,,-47.0,-138.0,-475.0,-68.0,182.0,489.0,973.0,1260.0
Energy,ADANIGREEN,Pbt,,,,,,,,,,,,-184.0,-210.0,-585.0,-50.0,193.0,553.0,1426.0,1671.0
Energy,ADANIGREEN,Revenue,,,,,,,,,,,,502.0,1480.0,2058.0,2549.0,3124.0,5133.0,7776.0,9220.0
Energy,ADANIPOWER,Depreciation,,,,,,,,1290.0,1937.0,1818.0,2666.0,2672.0,2699.0,2751.0,3006.0,3202.0,3118.0,3304.0,3931.0
Energy,ADANIPOWER,Ebit,,,,,,,,960.0,4593.0,4678.0,8802.0,5980.0,5436.0,4983.0,5734.0,8688.0,9881.0,10096.0,18228.0
Energy,ADANIPOWER,Eps In Rs,,,,,,,,-9.59,-1.01,-2.84,1.65,-16.01,-5.45,-2.55,-5.9,3.29,12.73,27.81,54.0
Energy,ADANIPOWER,Expenses,,,,,,,,5732.0,10735.0,14005.0,16575.0,16635.0,14868.0,18901.0,20734.0,17533.0,17830.0,28677.0,32124.0
Energy,ADANIPOWER,Interest,,,,,,,,1703.0,4162.0,4864.0,5560.0,5902.0,5570.0,5657.0,5315.0,5106.0,4095.0,3334.0,3388.0
Energy,ADANIPOWER,Other Income,,,,,,,,215.0,137.0,1188.0,-201.0,-3666.0,754.0,2448.0,323.0,1909.0,3908.0,4216.0,9883.0
Energy,ADANIPOWER,Pat,,,,,,,,-2295.0,-291.0,-816.0,551.0,-6174.0,-2103.0,-984.0,-2275.0,1270.0,4912.0,10727.0,20829.0
Energy,ADANIPOWER,Pbt,,,,,,,,-1818.0,-1370.0,-816.0,375.0,-6260.0,-2079.0,-976.0,-2265.0,2289.0,6577.0,7675.0,20792.0
Energy,ADANIPOWER,Revenue,,,,,,,,6692.0,15328.0,18683.0,25377.0,22616.0,20304.0,23884.0,26468.0,26221.0,27711.0,38773.0,50351.0
Energy,BPCL,Depreciation,,,,,,,,2463.0,2611.0,3027.0,2072.0,2108.0,2885.0,3418.0,4080.0,4334.0,5434.0,6369.0,6771.0
Energy,BPCL,Ebit,,,,,,,,6709.0,9414.0,9780.0,12971.0,13783.0,15317.0,15112.0,8975.0,21001.0,19137.0,10899.0,44082.0
Energy,BPCL,Eps In Rs,,,,,,,,4.34,9.01,11.08,18.64,20.1,20.76,17.98,7.04,37.26,26.93,4.91,61.91
Energy,BPCL,Expenses,,,,,,,,235472.0,255007.0,232818.0,174844.0,187468.0,220578.0,283113.0,275597.0,209170.0,327654.0,462288.0,404001.0
Energy,BPCL,Interest,,,,,,,,2518.0,1982.0,1180.0,680.0,696.0,1186.0,1764.0,2637.0,1723.0,2606.0,3745.0,4149.0
Energy,BPCL,Other Income,,,,,,,,1492.0,1344.0,2117.0,1913.0,2721.0,2927.0,2975.0,1393.0,7489.0,4939.0,2036.0,3032.0
Energy,BPCL,Pat,,,,,,,,1936.0,4053.0,5082.0,8089.0,9507.0,9792.0,8528.0,3666.0,17320.0,11682.0,2131.0,26859.0
Energy,BPCL,Pbt,,,,,,,,3220.0,6166.0,7690.0,12132.0,13700.0,14174.0,12905.0,3652.0,22432.0,16037.0,2821.0,36194.0
Energy,BPCL,Revenue,,,,,,,,242181.0,264421.0,242598.0,187815.0,201251.0,235895.0,298226.0,284572.0,230171.0,346791.0,473187.0,448083.0
Energy,GAIL,Depreciation,,,,,,,,1319.0,1644.0,1433.0,1496.0,1541.0,1527.0,1667.0,2080.0,2174.0,2420.0,2702.0,3672.0
Energy,GAIL,Ebit,,,,,,,,7427.0,7988.0,5631.0,4536.0,6021.0,7802.0,9938.0,9022.0,7245.0,15161.0,7500.0,14314.0
Energy,GAIL,Eps In Rs,,,,,,,,6.46,7.07,4.67,2.76,4.98,7.09,9.68,13.93,9.21,18.4,8.54,15.06
Energy,GAIL,Expenses,,,,,,,,43547.0,53777.0,54926.0,47517.0,42531.0,46695.0,66252.0,63495.0,50127.0,77608.0,138168.0,118914.0
Energy,GAIL,Interest,,,,,,,,437.0,669.0,652.0,822.0,509.0,295.0,159.0,309.0,179.0,202.0,365.0,719.0
Energy,GAIL,Other Income,,,,,,,,887.0,1247.0,945.0,731.0,1212.0,948.0,1719.0,3796.0,2833.0,2925.0,2822.0,2672.0
Energy,GAIL,Pat,,,,,,,,4367.0,4786.0,3160.0,1874.0,3374.0,4805.0,6553.0,9515.0,6143.0,12304.0,5596.0,9903.0
Energy,GAIL,Pbt,,,,,,,,6558.0,6922.0,4492.0,2949.0,5183.0,6928.0,9831.0,10429.0,7725.0,15464.0,7256.0,12595.0
Energy,GAIL,Revenue,,,,,,,,50974.0,61765.0,60557.0,52053.0,48552.0,54496.0,76190.0,72518.0,57372.0,92770.0,145668.0,133228.0
Energy,IOC,Depreciation,,,,,,,,5692.0,6360.0,5219.0,5698.0,6806.0,7664.0,8506.0,10273.0,10941.0,12348.0,13181.0,15866.0
Energy,IOC,Ebit,,,,,,,,13861.0,17222.0,10575.0,22038.0,34149.0,41658.0,35262.0,16053.0,39929.0,47758.0,30683.0,75646.0
Energy,IOC,Eps In Rs,,,,,,,,3.05,4.86,3.37,8.25,13.63,15.23,12.31,-0.63,15.32,17.78,6.93,29.55
Energy,IOC,Expenses,,,,,,,,447919.0,471123.0,438932.0,324007.0,321230.0,379834.0,492896.0,467710.0,324021.0,541563.0,811073.0,700706.0
Energy,IOC,Interest,,,,,,,,7164.0,5948.0,4201.0,3487.0,3743.0,3875.0,4925.0,5792.0,2933.0,5454.0,7588.0,7881.0
Energy,IOC,Other Income,,,,,,,,3499.0,5064.0,5860.0,5219.0,4356.0,4331.0,4097.0,-7165.0,4696.0,4332.0,5124.0,5389.0
Energy,IOC,Pat,,,,,,,,3627.0,6967.0,4872.0,12413.0,20385.0,22626.0,17274.0,-1876.0,21762.0,25727.0,11704.0,43161.0
Energy,IOC,Pbt,,,,,,,,4504.0,9978.0,7014.0,18072.0,27956.0,34450.0,25927.0,-7177.0,30751.0,34289.0,15038.0,57288.0
Energy,IOC,Revenue,,,,,,,,461780.0,488345.0,449507.0,346045.0,355379.0,421492.0,528158.0,483763.0,363950.0,589321.0,841756.0,776352.0
Energy,NTPC,Depreciation,,,,,,,,3823.0,4770.0,5565.0,5771.0,6010.0,7460.0,8669.0,10356.0,12450.0,13788.0,14792.0,16204.0
Energy,NTPC,Ebit,,,,,,,,18149.0,19727.0,17352.0,18568.0,21598.0,22485.0,22710.0,31586.0,34044.0,40362.0,47596.0,51456.0
Energy,NTPC,Eps In Rs,,,,,,,,12.72,11.53,10.09,10.92,10.83,10.66,13.88,11.72,15.09,17.2,17.44,21.46
